Wall time,Step,Value
1592905357.2781692,0,0.45018988847732544
1592905483.5250714,1,0.09780406951904297
1592905611.0621688,2,0.05425329878926277
1592905734.6984088,3,0.04161525145173073
1592905857.6533504,4,0.12459927797317505
1592905983.5175352,5,0.055164970457553864
1592906047.7540438,6,0.02339889109134674
