Wall time,Step,Value
1592907708.125241,0,0.026826823130249977
1592907831.9989219,1,0.06275138258934021
1592907997.9079726,2,0.1661776304244995
1592908150.689493,3,0.006197168026119471
1592908302.3740916,4,0.028312990441918373
1592908459.527505,5,0.15123888850212097
1592908550.5519478,6,0.0036794424522668123
