Wall time,Step,Value
1592908693.219277,0,0.04175007343292236
1592908820.57378,1,0.0045836567878723145
1592908961.8992796,2,0.19256938993930817
1592909087.713269,3,0.023152388632297516
1592909217.9143658,4,0.03584223985671997
1592909374.3500931,5,0.1997820883989334
1592909463.1724896,6,0.007409421727061272
