Wall time,Step,Value
1592901568.5449402,1,90.02999877929688
1592902467.1450555,2,94.12999725341797
1592903383.9346979,3,95.5999984741211
1592904467.201985,4,96.62000274658203
1592905279.947827,5,97.2300033569336
1592906067.7261715,6,97.55000305175781
1592906855.0844195,7,97.97000122070312
1592907628.9344115,8,97.86000061035156
1592908590.4093661,9,98.08000183105469
1592909500.6147206,10,98.19000244140625
