Wall time,Step,Value
1592903470.53705,0,0.24835343658924103
1592903662.5316873,1,0.16263839602470398
1592903886.8685894,2,0.049997635185718536
1592904063.3300104,3,0.3131817579269409
1592904216.0641508,4,0.6623560786247253
1592904367.2616067,5,0.07807399332523346
1592904444.7370856,6,0.22145706415176392
