Wall time,Step,Value
1592901568.544162,1,0.3363579213619232
1592902467.141168,2,0.20124249160289764
1592903383.9324107,3,0.14564818143844604
1592904467.200746,4,0.11683503538370132
1592905279.9450314,5,0.09534863382577896
1592906067.7257204,6,0.08369553834199905
1592906855.0812724,7,0.07251087576150894
1592907628.932551,8,0.06786768138408661
1592908590.4068227,9,0.061036888509988785
1592909500.613377,10,0.05647781118750572
