Wall time,Step,Value
1592904559.5680451,0,0.14171089231967926
1592904711.0347679,1,0.06463490426540375
1592904832.9867973,2,0.297423779964447
1592904953.0441976,3,0.17465654015541077
1592905076.4966824,4,0.05960475280880928
1592905198.6847954,5,0.15832841396331787
1592905262.3760643,6,0.1399238109588623
