Wall time,Step,Value
1592901660.3172956,0,0.21214665472507477
1592901800.259678,1,0.1564827412366867
1592901930.6087706,2,0.289747953414917
1592902062.410577,3,0.14445632696151733
1592902202.4249294,4,0.3342334032058716
1592902374.0110197,5,0.24416284263134003
1592902448.3018844,6,0.42542389035224915
