Wall time,Step,Value
1592929151.5637302,0,0.09235105663537979
1592929195.4986365,1,0.24337823688983917
1592929239.8883786,2,0.4679942727088928
1592929288.4613707,3,0.25877442955970764
1592929328.3794048,4,0.22028419375419617
1592929364.06823,5,0.1383591592311859
1592929385.4467504,6,0.15322354435920715
