Wall time,Step,Value
1592928486.2867887,0,0.35206830501556396
1592928531.394621,1,0.2243259847164154
1592928567.1519456,2,0.31077560782432556
1592928599.7401183,3,0.12258338183164597
1592928633.0944207,4,0.19407686591148376
1592928667.5616348,5,0.11869235336780548
1592928688.9369168,6,0.2717123329639435
