Wall time,Step,Value
1592927397.77022,1,0.4509665071964264
1592927604.4448214,2,0.26251792907714844
1592927813.659841,3,0.18462532758712769
1592928032.2009063,4,0.14985956251621246
1592928249.7373633,5,0.12971021234989166
1592928466.9738855,6,0.1084669902920723
1592928701.607014,7,0.09425998479127884
1592928906.8111885,8,0.08816109597682953
1592929128.8668764,9,0.08232736587524414
1592929396.5674732,10,0.07491444796323776
