Wall time,Step,Value
1592927622.232626,0,0.5471042990684509
1592927654.1147664,1,0.42030757665634155
1592927689.2213142,2,0.25486087799072266
1592927721.1325374,3,0.557261049747467
1592927752.7973201,4,0.38836508989334106
1592927785.0471528,5,0.7630719542503357
1592927804.9992528,6,0.5029593110084534
