Wall time,Step,Value
1592927831.691821,0,0.3913930356502533
1592927864.8197122,1,0.20399457216262817
1592927898.4236212,2,0.3836821913719177
1592927932.8501341,3,0.20042204856872559
1592927968.4843044,4,0.18848459422588348
1592928002.7493718,5,0.268886536359787
1592928022.9327798,6,0.3014078736305237
