Wall time,Step,Value
1592928268.6460733,0,0.20205160975456238
1592928303.4562345,1,0.16345493495464325
1592928338.52126,2,0.14849251508712769
1592928370.0560114,3,0.26260849833488464
1592928400.6359823,4,0.5729694962501526
1592928435.6237268,5,0.14912337064743042
1592928457.8863583,6,0.189264178276062
