Wall time,Step,Value
1592927415.2897875,0,0.9058672189712524
1592927449.057431,1,0.5768594741821289
1592927480.5564005,2,0.5010418891906738
1592927512.6993587,3,0.34818997979164124
1592927544.2902672,4,0.2994573712348938
1592927577.9337301,5,0.5804439783096313
1592927595.3065739,6,0.539536714553833
