Wall time,Step,Value
1592924223.4985049,1,0.34943005442619324
1592924449.613284,2,0.21885567903518677
1592924668.1788125,3,0.16030873358249664
1592924880.5126212,4,0.12712374329566956
1592925091.6921697,5,0.10685651004314423
1592925304.0158124,6,0.08994341641664505
1592925543.3481207,7,0.08100118488073349
1592925783.774286,8,0.07119879871606827
1592926032.7259626,9,0.06868433207273483
1592926307.3065512,10,0.0626109391450882
