Wall time,Step,Value
1592924223.5002751,1,90.5999984741211
1592924449.614698,2,94.02999877929688
1592924668.179627,3,95.43000030517578
1592924880.514917,4,96.44000244140625
1592925091.6935139,5,96.9000015258789
1592925304.0176067,6,97.33999633789062
1592925543.3499036,7,97.7300033569336
1592925783.7769215,8,97.9000015258789
1592926032.7281377,9,98.0
1592926307.3091826,10,98.12999725341797
